,Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID,Google Address,geometry
95,2022-01-24,20:52:00,,NE 45th Street and 21st Avenue NE,Attempted Carjacking,Seattle police have secured the scene and are searching for suspect vehicle.,UPDATE at 8:52 p.m.: Seattle police have secured the scene of the attempted carjacking and continue to search the area for the suspect vehicle. The scene is considered clear. Anyone who sees the suspect vehicle is asked to call 911 with the information. Any further updates will be provided on this post as they become available.,Update,33,96,"21st Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6613063, 'lng': -122.3054832}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6626552802915, 'lng': -122.3041342197085}, 'southwest': {'lat': 47.6599573197085, 'lng': -122.3068321802915}}}"
96,2022-01-24,,,NE 45th Street and 21st Avenue NE,Carjacking,"Two suspects attempted to carjack an individual, one displayed a Taser-like weapon. Unable to steal car and left in dark gray sedan, possibly a Honda, with silver rims and a temporary tag.","ORIGINAL POST: Two suspects attempted to carjack an individual near NE 45th Street and 21st Avenue NE. One of the suspects displayed a Taser-like weapon. They were not able to steal the victim's car and left westbound on NE 45th Street in a dark gray sedan, possibly a Honda, with silver rims and a temporary tag in the rear window and no license plate.   

Seattle police are on the scene and investigating. Please avoid the area. 

This post will be updated as more information becomes available.",Original,33,97,"21st Ave NE & NE 45th St, Seattle, WA 98105, USA","{'location': {'lat': 47.6613063, 'lng': -122.3054832}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6626552802915, 'lng': -122.3041342197085}, 'southwest': {'lat': 47.6599573197085, 'lng': -122.3068321802915}}}"
97,2022-01-16,00:53:00,,NE 42nd Street and University Way NE,Carjacking,Stolen vehicle contacted by police near NE 153rd St and Bothell Way NE.,UPDATE at 12:53 a.m.:  The area near a reported carjacking at NE 42nd Street and  University Way NE has been cleared. The stolen vehicle has been contacted by police near NE 153rd St and Bothell Way NE. All clear.,Update,34,98,"University Way NE & NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583184, 'lng': -122.3132228}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6596673802915, 'lng': -122.3118738197085}, 'southwest': {'lat': 47.6569694197085, 'lng': -122.3145717802915}}}"
98,2022-01-16,,,NE 42nd Street and University Way NE,Carjacking,"Two suspects, one who displayed a gold-colored handgun, stole a gray-colored Toyota Prius.","ORIGINAL POST: Seattle police are investigating a reported carjacking near NE 42nd Street and University Way NE. Please avoid the area. Two suspects, one who displayed a gold-colored handgun, stole a gray-colored Toyota Prius. More information will be provided here as it becomes available.",Original,34,99,"University Way NE & NE 42nd St, Seattle, WA 98105, USA","{'location': {'lat': 47.6583184, 'lng': -122.3132228}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6596673802915, 'lng': -122.3118738197085}, 'southwest': {'lat': 47.6569694197085, 'lng': -122.3145717802915}}}"
99,2021-12-30,08:35:00,,,UW Tacoma,"UW Tacoma suspended operations for Thursday, Dec. 30","The UW Weather Status Assessment Group is monitoring the snowy conditions on and around our campuses and throughout the region. Given minimal activities during the winter break, campus operations are normal at this time in Seattle and Bothell. UW Tacoma has announced suspended operations for Thursday, Dec. 30. Please continue to check with your individual units, programs and campuses for more information. 

Units are authorized to implement elements of their Business, Academic and Research Continuity (BARC) plans, as needed, to maintain critical functions.

More information will be provided here if there is any change in campus operations. Updates on weather-related plans at UW Bothell will be reported as they become available, and can be found at uwb.edu/emergency. Updates for UW Tacoma can be found at tacoma.uw.edu/2021snow. Weather-related Information for UW Medicine sites can be found at uwmedicine.org.

Please use caution when walking or driving on and around UW campuses. See the status of Seattle campus shuttles, parking lots, streets and pathways here. 

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.

(This post was updated at 8:35 a.m. Dec. 30 to reflect UW Tacoma's operational status on Dec. 30.)",Original,35,100,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
100,2021-12-09,17:01:00,,,,All clear,UPDATE at 5:01 p.m.: All clear. 911 service has been restored across the region.,Update,36,101,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
101,2021-12-09,16:03:00,,,Outage,911 system outage throughout the region reported Thursday afternoon,"ORIGINAL POST at 4:03 p.m.: A 911 system outage throughout the region was reported Thursday afternoon. If you are on campus and need to reach UWPD in an emergency and experience any issues with 911, please call 206-685-8973. 

Elsewhere in Seattle, if you cannot connect to 911, please call 206-583-2111, 206-625-5011 or text 911 only for emergencies.

Please do not test 911.

This website provides alternative phone numbers for emergencies statewide, if needed: https://mil.wa.gov/911-alternative-phone-numbers",Original,36,102,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
102,2021-12-02,13:00:00,13:00:00,Savery Hall,False Claims,Active Shooter,"Around 1 p.m. Thursday, UWPD began receiving calls regarding an individual yelling that there was an active shooter on the Seattle campus. There is no active shooter on campus. The individual reportedly yelled this in Savery Hall and moved toward the HUB. UW police contacted the individual and confirmed that the claims were false and that there was no active shooter.",Original,37,103,"Chelan Ln, Seattle, WA 98195, USA","{'location': {'lat': 47.65725579999999, 'lng': -122.3082225}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6584185302915, 'lng': -122.3071961197085}, 'southwest': {'lat': 47.6557205697085, 'lng': -122.3098940802915}}}"
103,2021-11-12,10:55:00,07:00:00,University Bridge,Bridge Incident,"University Bridge is back open and operating normally. Traffic has resumed to cars, bikes and pedestrians.","UPDATE at 10:55 a.m. Sunday: The University Bridge is back open and operating normally. Traffic has resumed to cars, bikes and pedestrians.",Update,38,104,"University Bridge, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}, 'location': {'lat': 47.6532245, 'lng': -122.3200235}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}}"
104,2021-11-14,10:18:00,07:00:00,University Bridge,,Reopening of University Bridge,"UPDATE: The University Bridge is back open! Thank you for your patience and please drive safely in the wet weather. pic.twitter.com/HoFyKtzjDq

- SDOT Traffic (@SDOTtraffic) November 14, 2021",Update,38,105,"University Bridge, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}, 'location': {'lat': 47.6532245, 'lng': -122.3200235}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}}"
105,2021-11-12,10:18:00,07:00:00,University Bridge,Road Closure,The University Bridge is stuck in an open position and won't be repaired until the evening. Alternate routes should be taken.,"UPDATE at 10:18 a.m. Saturday: The University Bridge is still stuck in an open position. SDOT does not expect a repair until this evening. Anyone coming to campus today, including for the 4 p.m. UW football game, must use alternate routes. Updates will be provided here as they become available.",Update,38,106,"University Bridge, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}, 'location': {'lat': 47.6532245, 'lng': -122.3200235}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}}"
106,2021-11-13,07:00:00,07:00:00,University Bridge,Bridge Stuck,Crews working on repair,"UPDATE: The University Bridge remains stuck in an upright position. Crews continue to work on repairs and do not expect a repair until this evening. With today's Husky game, we encourage using @SoundTransit Link Light Rail for travel.

- SDOT Traffic (@SDOTtraffic) November 13, 2021",Update,38,107,"University Bridge, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}, 'location': {'lat': 47.6532245, 'lng': -122.3200235}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}}"
107,2021-11-12,13:01:00,,University Bridge,Mechanical Issues,Stuck in upright position,"ORIGINAL POST: The University Bridge is stuck in an open position and has been for nearly two hours. Please use alternate routes until further notice. Follow @SDOTtraffic on Twitter for more updates, and this post will be updated as information becomes available.

The University Bridge is experiencing mechanical issues and is stuck in the upright position. Use alternate routes. pic.twitter.com/tkhSc1QHbD

- SDOT Traffic (@SDOTtraffic) November 12, 2021

Info: alert.uw.edu

Sent at 1:01:37 PM Fri",Original,38,108,"University Bridge, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}, 'location': {'lat': 47.6532245, 'lng': -122.3200235}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65525350000003, 'lng': -122.3184516}, 'southwest': {'lat': 47.65157349999998, 'lng': -122.3213042}}}"
108,2021-11-10,10:50:00,06:27:00,17th Ave. NE,Investigation,Incident occurred near 17th Ave. NE between NE 47th St. and NE 50th St.,UPDATE at 10:50 a.m.: Seattle Police have opened all roads near the site of this morning's incident (17th Ave. NE between NE 47th St. and NE 50th St.) following their investigation.,Update,39,109,"17th Ave NE, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.67459750000003, 'lng': -122.3094171}, 'southwest': {'lat': 47.66126199999999, 'lng': -122.3097855}}, 'location': {'lat': 47.6688997, 'lng': -122.3094171}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.67459750000003, 'lng': -122.3082523197085}, 'southwest': {'lat': 47.66126199999999, 'lng': -122.3109502802915}}}"
109,2021-11-10,06:47:00,06:27:00,17th Ave. NE between NE 47th St. and NE 50th St.,Carjacking,Police have a suspect in custody after an earlier carjacking,"UPDATE at 6:47 a.m.: Seattle Police have a suspect in custody without incident after an earlier carjacking that occurred in Seattle's Madison Valley neighborhood. Police took the suspect into custody after surrounding the suspect's vehicle on 17th Ave. NE between NE 47th St. and NE 50th St. The scene is now secure. Traffic closures may persist; please avoid the area.

Officers have taken the suspect into custody at 17 Ave Ne/Ne 47th St. traffic in the area will be difficult while the investigation continues. To clarify some misinformation, the vehicle stolen was not a @SeattleSPU truck. https://t.co/C4rpnHAIhX

- Seattle Police Dept. (@SeattlePD) November 10, 2021",Update,39,110,"NE 50th St, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.66497190000003, 'lng': -122.2862195}, 'southwest': {'lat': 47.66486589999997, 'lng': -122.3207498}}, 'location': {'lat': 47.6648833, 'lng': -122.3044258}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6662678802915, 'lng': -122.2862195}, 'southwest': {'lat': 47.6635699197085, 'lng': -122.3207498}}}"
110,2021-11-10,06:30:00,06:27:00,17th Ave NE and NE 47th St,Carjacking,Suspect located,UPDATE at 6:30 a.m.: Seattle Police have located a suspect in an earlier carjacking incident that occurred in Seattle's Madison Valley neighborhood and have surrounded the suspect's vehicle on 17th Ave. NE between NE 47th St. and NE 50th St. Traffic is blocked in the area. Please avoid the area.,Update,39,111,"17th Ave NE & NE 47th St, Seattle, WA 98105, USA","{'location': {'lat': 47.663081, 'lng': -122.3094928}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6644299802915, 'lng': -122.3081438197085}, 'southwest': {'lat': 47.6617320197085, 'lng': -122.3108417802915}}}"
111,2021-11-10,06:27:00,06:27:00,17th Ave NE,Police investigation,Avoid the area,ORIGINAL POST at 6:27 a.m.: Seattle Police investigation at 17th Ave NE between NE 47th St. and NE 50th St. Avoid the area.,Original,39,112,"17th Ave NE, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.67459750000003, 'lng': -122.3094171}, 'southwest': {'lat': 47.66126199999999, 'lng': -122.3097855}}, 'location': {'lat': 47.6688997, 'lng': -122.3094171}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.67459750000003, 'lng': -122.3082523197085}, 'southwest': {'lat': 47.66126199999999, 'lng': -122.3109502802915}}}"
112,2021-10-28,19:20:00,,Electrical and Computer Engineering Building,Chemical Spill,Hazardous Materials Response is complete and Seattle Fire Department has secured the area.,"UPDATE at 7:20 p.m: All clear. The hazardous materials response is complete and Seattle Fire Department has secured the area. The lab where the chemical spill occurred was in the Electrical and Computer Engineering Building, which is connected to the Paul G. Allen Center for Computer Science and Engineering.",Update,40,113,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
113,2021-10-28,18:47:00,,Paul G. Allen Center for Computer Science & Engineering,Hazardous Materials Spill,"Person involved has been decontaminated and has no injuries; lab where spill occurred to be closed, locked, decontaminated, and cleaned.","UPDATE at 6:47 p.m.: The person involved with the hazardous materials spill has been decontaminated and has no injuries. The lab where the spill occurred will be closed, locked, decontaminated and cleaned.",Update,40,114,"185 E Stevens Way NE, Seattle, WA 98195, USA","{'location': {'lat': 47.65332979999999, 'lng': -122.3056954}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6547826802915, 'lng': -122.3040599697085}, 'southwest': {'lat': 47.6520847197085, 'lng': -122.3067579302915}}}"
